BMP-2-IFV,no_description
ATR-42-transport aircraft,no_description
Project-02065-patrol craft,no_description
FPB-38-patrol craft,no_description
Maranon-patrol craft,no_description
L-29 Delfin-trainer aircraft,no_description
Clemente-frigate,no_description
DH-82 Tiger Moth-trainer aircraft,no_description
Mi-4A-helicopter,no_description
Aresa-3200-patrol craft,no_description
EC-120 Colibri-light helicopter,no_description
A-109K-light helicopter,no_description
Osprey Mk-2-patrol craft,no_description
M-45-fire control radar,no_description
Falcon-2-sea search radar,no_description
Gaspe-minesweeper,no_description
PC-6 Porter-light transport aircraft,no_description
Scanter-4100-air/sea search radar,no_description
Delos-tanker,no_description
Zubr-landing craft,no_description
JF-17 Thunder/FC-1-FGA aircraft,no_description
Bu-181 Bestmann-trainer aircraft,no_description
Herjolfur-transport ship,no_description
Qutaish-2-APV,no_description
Oxford-trainer aircraft,no_description
Jet Provost-trainer aircraft,no_description
L-ATV-APV,no_description
SAK-70 Mk-1 57mm-naval gun,no_description
FPB-98-patrol craft,no_description
Type-64 40mm-naval gun,no_description
CV-90 Mk-4-IFV,no_description
SS-11-anti-tank missile,no_description
Imperial Marinheiro-OPV/tug,no_description
M-109/SP-122 122mm-self-propelled gun,no_description
A-4E Skyhawk-FGA aircraft,no_description
VT-72B-ARV,no_description
ATR-72-transport aircraft,no_description
CAPTAS-2-ASW sonar,no_description
Didgori-APV,no_description
C-123K Provider-transport aircraft,no_description
Vard-7-507-landing craft,no_description
HMBV-AEV,no_description
SP30-IFV turret,no_description
Casspir-APC,no_description
Kania-light helicopter,no_description
Sirius-minesweeper,no_description
Al Kaser-APC,no_description
SK-105 Kurassier-light tank,no_description
Leopard-APV,no_description
Chaimite-APC,no_description
MSTAR-ground surv radar,no_description
Samson RCWS-30-IFV turret,no_description
Nomad-light transport aircraft,no_description
Fagot-anti-tank missile,no_description
Type-42m-patrol craft,no_description
Kraljevica/PBR-509-patrol craft,no_description
RAN-7-air/sea search radar,no_description
FN-6-portable SAM,no_description
M-44-fire control radar,no_description
A-4K Skyhawk-2-FGA aircraft,no_description
Birk-tanker,no_description
FH-77 155mm-towed gun,no_description
HSSV-72-transport ship,no_description
Skyvan-light transport aircraft,no_description
Nazeat N-10-SSM launcher,no_description
Lynx-ASW helicopter,no_description
EC725 Super Cougar-transport helicopter,no_description
Type-501B-fire control radar,no_description
AMES Type-13-height-finding radar,no_description
Acre-destroyer,no_description
Akeron-MP-anti-tank missile,no_description
Mi-8MT/Mi-17-transport helicopter,no_description
LCT Mk-6-landing craft,no_description
FN-4RM/62F-armoured car,no_description
MRTP-20-patrol craft,no_description
WZ-551-APC,no_description
Hunt-MCM ship,no_description
Vostok-E-air search radar,no_description
CSK-131-APC/APV,no_description
DA-02-air search radar,no_description
FD-25 Defender-ground attack aircraft,no_description
R-600-IFV turret,no_description
A330-transport aircraft,no_description
Do-28B-light transport aircraft,no_description
Warmate-loitering munition,no_description
9M33-SAM,no_description
Tigr-APV,no_description
L-39C Albatros-trainer aircraft,no_description
9LV-fire control radar,no_description
Z-142/Z-242L-trainer aircraft,no_description
Bell-407-light helicopter,no_description
EDIC-landing craft,no_description
Atlantic-ASW aircraft,no_description
Blowpipe-portable SAM,no_description
Marbore-turbojet,no_description
M-ATV-APV,no_description
20 de Julio-destroyer,no_description
BRDM-1-reconnaissance AV,no_description
G-5 155mm-towed gun,no_description
Cessna-170-light aircraft,no_description
AT-105 Saxon-APC,no_description
PC-6 Turbo Porter-light transport aircraft,no_description
Bell-205/UH-1H-helicopter,no_description
SH-3 122mm-self-propelled gun,no_description
CV-440-transport aircraft,no_description
M-30 107mm-mortar,no_description
BDX-APC,no_description
Sichang-landing ship,no_description
Panthera T6-APC/APV,no_description
Baron-light aircraft,no_description
aircraft engine-aircraft engine,no_description
MRTP-33-patrol craft,no_description
Hugin-FAC,no_description
B-250-trainer/combat aircraft,no_description
BTS-ARV,no_description
Griffin-guided bomb,no_description
Bell-505 Jet Ranger X-light helicopter,no_description
S-200-SAM,no_description
BM-21 Grad 122mm-self-propelled MRL,no_description
YMS-minesweeper,no_description
F-27 Friendship-transport aircraft,no_description
LC-33m-landing craft,no_description
HITFIST-IFV turret,no_description
T-55-tank,no_description
Ham-minesweeper,no_description
SU-100-tank destroyer,no_description
LCU-1610-landing craft,no_description
SS-304-ASW sonar,no_description
DHC-2 Beaver-light transport aircraft,no_description
SandCat-APV,no_description
BAe-146-transport aircraft,no_description
BTR-152-APC,no_description
Type-81 122mm-self-propelled MRL,no_description
Al-Tariq-ASM,no_description
MS-760 Paris-light aircraft,no_description
F-100D Super Sabre-FGA aircraft,no_description
HF SWR-503-sea search radar,no_description
P-750-light transport aircraft,no_description
Puma M-26-APC,no_description
W-86 120mm-mortar,no_description
YW-531/Type-63-APC,no_description
Konkurs-anti-tank missile,no_description
STIR-fire control radar,no_description
UR-416-APC,no_description
Hamilton-OPV,no_description
LW-02-air search radar,no_description
M-113-APC,no_description
Nampo-landing craft,no_description
Lanza-ARSR-air search radar,no_description
Beechjet-400-light transport aircraft,no_description
Lynx-self-propelled MRL,no_description
W-3 Sokol-helicopter,no_description
Castle-corvette,no_description
Donghae-corvette,no_description
Li-2T-transport aircraft,no_description
BL 9.2inch Mk-10-coastal defence gun,no_description
AS-202 Bravo-trainer aircraft,no_description
BMP-1-IFV,no_description
MLS Shield-APC,no_description
AIFV-IFV,no_description
Georgiy Agafonov-cargo ship,no_description
Conejera-patrol craft,no_description
9M119-anti-tank missile,no_description
Okean-SIGINT ship,no_description
2S1 122mm-SPG turret,no_description
M-101A1 105mm-towed gun,no_description
OT-64-APC,no_description
Bangor-minesweeper,no_description
Barroso Pereira-transport ship,no_description
EL/M-2082-air search radar,no_description
E-3A Sentry-AEW&C aircraft,no_description
Po-2-trainer aircraft,no_description
Sea Fury-fighter aircraft,no_description
LPD-122m-AALS,no_description
Storm-APC/APV,no_description
Vertol-107/CH-46-ASW helicopter,no_description
Hwasong-6-SSM,no_description
Al Said-training ship,no_description
GCM-AO3 30mm-naval gun,no_description
SR-5-self-propelled MRL,no_description
Aggressive-minesweeper,no_description
CH-47C Chinook-transport helicopter,no_description
SF-260-trainer aircraft,no_description
Wing Loong-1-armed UAV,no_description
EMB-312 Tucano-trainer aircraft,no_description
VAMTAC BN3-APV,no_description
P-8A Poseidon-ASW aircraft,no_description
PSMM-5-FAC,no_description
AS-350/AS-550 Fennec-light helicopter,no_description
S-401-patrol craft,no_description
Compact 76mm-naval gun,no_description
Project-771-landing ship,no_description
Dvora-FAC,no_description
VBTP Guarani-APC,no_description
Springbuck-SD-APC,no_description
RecceLite-aircraft recce system,no_description
Falcon-2000-transport aircraft,no_description
Cessna-180 Skywagon-light aircraft,no_description
M-46 130mm-towed gun,no_description
Aspide-BVRAAM/SAM,no_description
Fokker-100-transport aircraft,no_description
Piranha-3-IFV,no_description
BATRAM-landing ship,no_description
Terma-9000-MP aircraft radar,no_description
M-4 Sherman-tank,no_description
Project-775-landing ship,no_description
Mirage-5-FGA aircraft,no_description
Standard 120mm-mortar,no_description
PM-43 120mm-mortar,no_description
Casspir-6-APC,no_description
El/M-2130-ground surv radar,no_description
OV-10 Bronco-ground attack aircraft,no_description
9M114-anti-tank missile,no_description
Cheongung-SAM system,no_description
Type-1844-tanker,no_description
Dhruv-helicopter,no_description
F-5A Freedom Fighter-FGA aircraft,no_description
Anson-trainer aircraft,no_description
Project-877E-submarine,no_description
EE-11 Urutu-APC,no_description
Green Ginger-air search radar,no_description
Rapier-1-SAM,no_description
Mk-37-ASW torpedo,no_description
Terrier LT-79-APC,no_description
JSM-ASM,no_description
Cantabria-replenishment ship,no_description
AS-355/AS-555 Fennec-light helicopter,no_description
L-118 105mm-towed gun,no_description
An-124-transport aircraft,no_description
Guardian-OPV,no_description
Colossus-aircraft carrier,no_description
5V55U-SAM,no_description
Rhino-APC,no_description
9M115 Metis-anti-tank missile,no_description
MiG-15bis-fighter aircraft,no_description
9P113-SSM launcher,no_description
Su-24-bomber aircraft,no_description
MiG-15-fighter aircraft,no_description
PCZ-45-ALV,no_description
SF-260TP-trainer aircraft,no_description
Waspada-FAC,no_description
Skeldar-UAV,no_description
Walid-APC,no_description
F-124-turbofan,no_description
Sea Giraffe-150-air search radar,no_description
UT-25/UT-30-IFV turret,no_description
P-47D Thunderbolt-FGA aircraft,no_description
Vigilante-patrol craft,no_description
Pardo-transport ship,no_description
T-28D-trainer/combat aircraft,no_description
PzJ-38t Hetzer-tank destroyer,no_description
OT-64A-APC,no_description
An-74-transport aircraft,no_description
Agosta-90B-submarine,no_description
Project-205-FAC,no_description
Dingo-2-APC,no_description
SAK-60 57mm-naval gun,no_description
MiG-29-fighter aircraft,no_description
VL-MICA-SAM system,no_description
Spike-MR/LR-anti-tank missile,no_description
MU90 IMPACT-ASW torpedo,no_description
MB-326B-trainer/combat aircraft,no_description
QW-1 Vanguard-portable SAM,no_description
SO-1-patrol craft,no_description
AS-Mk-10 Limbo-ASW mortar,no_description
Aosta-cruiser,no_description
Mi-24P/Mi-35P-combat helicopter,no_description
J85-turbojet,no_description
C-122-landing craft,no_description
Jaguar-FAC,no_description
Karayel-armed UAV,no_description
Angeln-cargo ship,no_description
F-104A Starfighter-fighter aircraft,no_description
RATAC-ground surv radar,no_description
KT-1 Woong Bee-trainer aircraft,no_description
ADATS LOS-FH-SAM,no_description
M/42 SKPF-APC,no_description
Nyoka-APC,no_description
AR-1-ASM,no_description
AI-25-turbofan,no_description
APAR-multi-function radar,no_description
BOV M11-APC,no_description
TP400-D6-turboprop,no_description
Osprey-55-OPV,no_description
P-2-APC,no_description
Kfir C-1-FGA aircraft,no_description
Vosper-103-patrol craft,no_description
Type-59-1 130mm-towed gun,no_description
Falcon-20-light transport aircraft,no_description
T-33A T-Bird-trainer aircraft,no_description
LSM-landing ship,no_description
HSI-32-patrol craft,no_description
Saab-35XD Draken-FGA aircraft,no_description
DF-3/CSS-2-SSM,no_description
Bell-206/OH-58-light helicopter,no_description
Ratel-23-IFV,no_description
Wodnik-training ship,no_description
Project-123-FAC,no_description
SMKB-guided bomb,no_description
Model-300-light helicopter,no_description
MiG-23MS-fighter aircraft,no_description
MD-3-160-trainer aircraft,no_description
L-159A ALCA-FGA aircraft,no_description
Bell-206L LongRanger-light helicopter,no_description
AIM-120C AMRAAM-BVRAAM,no_description
Rb-53 BANTAM-anti-tank missile,no_description
NLAW-anti-tank missile,no_description
MiG-21PFM-fighter aircraft,no_description
Wessex-helicopter,no_description
CN-235MP-maritime patrol aircraft,no_description
A-330 MRTT-tanker/transport aircraft,no_description
Condor-APC,no_description
Sattahip-patrol craft,no_description
Pansarbil Unimog-APV,no_description
M-56 105mm-towed gun,no_description
Dozor-B-APC/APV,no_description
Norlindo-cargo ship,no_description
Metro-3MP/C-26-maritime patrol aircraft,no_description
AT-802U-ground attack aircraft,no_description
ST-1802-fire control radar,no_description
Leopard-2A4-tank,no_description
EC145-light helicopter,no_description
Bonanza-light aircraft,no_description
BM-13 132mm-self-propelled MRL,no_description
Stan Patrol-5009-patrol craft,no_description
Lapu-Lapu-OPV,no_description
RDR-1500-MP aircraft radar,no_description
Hvidbjornen-OPV,no_description
BRDM-2-reconnaissance AV,no_description
Goalkeeper-naval gun,no_description
SA-313B Alouette-2-light helicopter,no_description
BS-3 100mm-towed gun,no_description
Maatla-APC,no_description
Do-128-light transport aircraft,no_description
DC-10-40-transport aircraft,no_description
Comet-tank,no_description
Mi-26-transport helicopter,no_description
CN-235-transport aircraft,no_description
Atar-9-turbojet,no_description
Lindau/Type-320-minesweeper,no_description
BTR-40-APC,no_description
An-2-light transport aircraft,no_description
Hawk-100-trainer/combat aircraft,no_description
Yak-18A-trainer aircraft,no_description
R-400S-IFV turret,no_description
Al Shibl-APC/APV,no_description
ASO-90-ASW sonar,no_description
ECIA 120mm-mortar,no_description
Model-50 155mm-towed gun,no_description
OWS-25-IFV turret,no_description
Super-Fledermaus-fire control radar,no_description
Fieldguard-3-fire control radar,no_description
Al Zahraa-landing ship,no_description
S-38/S-Boot-FAC,no_description
Ocean Eagle-43-patrol craft,no_description
GA-8 Airvan-light transport aircraft,no_description
Spartan-APC,no_description
BOV-3-self-propelled AA gun,no_description
DTM-211-landing craft,no_description
Aksungur-armed UAV,no_description
M-60A1 Patton-2-tank,no_description
M-53 100mm-towed gun,no_description
SDB Mk-3-patrol craft,no_description
BL 5.5in Medium Gun-towed gun,no_description
Bell-212/UH-1N-helicopter,no_description
2K11 Krug-SAM system,no_description
Type-90 122mm-self-propelled MRL,no_description
Igla-S-portable SAM,no_description
Shafrir-2-SRAAM,no_description
Spike-ER-anti-tank missile,no_description
PZL-104 Wilga-light aircraft,no_description
Dela-patrol craft,no_description
S-55-helicopter,no_description
OPV-310-patrol craft,no_description
EMB-110 Bandeirante-light transport aircraft,no_description
TAK-152 L/53 Twin-naval gun,no_description
LW-04-air search radar,no_description
FPB-45-patrol craft,no_description
Salamandra --landing ship,no_description
YS-11A-transport aircraft,no_description
F110-turbofan,no_description
SWATH-125t-patrol craft,no_description
PL-1B-trainer aircraft,no_description
MiG-17-fighter aircraft,no_description
Grom-2-portable SAM,no_description
Pioneer-light aircraft,no_description
Compatto 127mm-naval gun,no_description
Ejder-APC,no_description
Po Hang-corvette,no_description
A-200 301mm-towed MRL,no_description
3M9-SAM,no_description
Piorun-portable SAM,no_description
Bloodhound-2-SAM,no_description
Tiger-APV,no_description
HS-748-transport aircraft,no_description
Pars-APC,no_description
Bataan-patrol craft,no_description
BTR-94-IFV,no_description
Haksaeng-patrol craft,no_description
Osprey-50-patrol craft,no_description
LCU Mk-9-landing craft,no_description
RB-69A-reconnaissance aircraft,no_description
T-37B-trainer aircraft,no_description
Super Dvora-patrol craft,no_description
L-59-trainer/combat aircraft,no_description
AMX-13/75-light tank,no_description
F-28-light helicopter,no_description
Almirante Montt-replenishment ship,no_description
Estelle Maersk-cargo ship,no_description
Roland-APC,no_description
Deba-landing craft,no_description
Ibn Khaldoum-frigate,no_description
Aero-45-light aircraft,no_description
Teraban-landing craft,no_description
Thalang-support ship,no_description
Ton-patrol craft,no_description
Annam-tanker,no_description
MFI-17 Supporter-trainer aircraft,no_description
Centurion turret-tank turret,no_description
PAGE-air search radar,no_description
Alican Deval-cargo ship,no_description
Vampire FB-5-fighter aircraft,no_description
Dilos-patrol craft,no_description
Litening-aircraft EO system,no_description
Chula-tanker,no_description
OPV-90-corvette,no_description
Boeing-737 Classic-transport aircraft,no_description
MD-450 Ouragan-FGA aircraft,no_description
MR-8-APV,no_description
M-3/M-5 Half-track-APC,no_description
D-30 122mm-towed gun,no_description
Mistral-portable SAM,no_description
MXT-MV-APV,no_description
Daphné-submarine,no_description
LCT-4-landing craft,no_description
Vampire T-55-trainer aircraft,no_description
SIBMAS-APC,no_description
Airtourer-trainer aircraft,no_description
LCTS-90 90mm-tank turret,no_description
120mm Light Mortar-mortar,no_description
Swiftships-120-patrol craft,no_description
Gaeta-MCM ship,no_description
MB-326GB-trainer/combat aircraft,no_description
Etna-replenishment ship,no_description
C-212-transport aircraft,no_description
DA20-light aircraft,no_description
SEADAR-sea search radar,no_description
AV-VBL-APC,no_description
Ghost-turbojet,no_description
BTR-3-IFV,no_description
C-130H Hercules-transport aircraft,no_description
MRV-AALS,no_description
air refuel system-air refuel system,no_description
SOME EN-VEHICLE-VEHICLE ENGINE,no_description
Aerostar-UAV,no_description
I-HAWK-SAM system,no_description
HY1-12 120mm-mortar,no_description
C-119 Packet-transport aircraft,no_description
RBY-1-APV,no_description
Ferret-APV,no_description
SRAMS 120mm-mortar,no_description
M-55S-tank,no_description
GAD-AOA-IFV turret,no_description
SHORAR-2D-air search radar,no_description
Model-56 105mm-towed gun,no_description
WM-80 273mm-self-propelled MRL,no_description
2B11 120mm-mortar,no_description
Blue Arrow-7-anti-tank missile,no_description
Buffel-APC,no_description
S-211-trainer/combat aircraft,no_description
F-27 Maritime-maritime patrol aircraft,no_description
K-13A-SRAAM,no_description
Beaufort-tanker,no_description
BMD-1-IFV,no_description
DA40-light aircraft,no_description
Commando V-100-APC,no_description
Argos-73-air/sea search radar,no_description
MMV-APC,no_description
AS365/AS565 Panther-helicopter,no_description
Helsinki-FAC,no_description
4K-4F-APC,no_description
RGS-9316-support ship,no_description
Thunder-APC,no_description
STING-fire control radar,no_description
Heron-UAV,no_description
GAZ-3937 Vodnik-APC,no_description
BMP-3-IFV,no_description
MILAN-anti-tank missile,no_description
Vulcano-replenishment ship,no_description
BLG-60-armoured bridgelayer,no_description
Chakri Naruebet-aircraft carrier,no_description
DHC-5 Buffalo-transport aircraft,no_description
L-22-landing craft,no_description
Lynx KF41-IFV,no_description
Queen Air-light transport aircraft,no_description
B-29 Superfortress-bomber aircraft,no_description
PC-7 Turbo Trainer-trainer aircraft,no_description
S-76-helicopter,no_description
AML-60/90-armoured car,no_description
EC135-light helicopter,no_description
Sea Hunter-fire control radar,no_description
P-15M-anti-ship missile,no_description
Strela-3-portable SAM,no_description
ARMA-APC,no_description
Cobra 30mm-IFV turret,no_description
T-34 Mentor-trainer aircraft,no_description
Grifo-combat aircraft radar,no_description
M-65 120mm-mortar,no_description
Shorland-APV,no_description
Flex Fighter-patrol craft/transport craft,no_description
C-801-anti-ship missile,no_description
NGMMCB-coastal defence system,no_description
Jagaren-patrol craft,no_description
JYL-1-air search radar,no_description
Balsam-cargo ship,no_description
Stan Lander-5612-landing ship,no_description
EMB-145AEW&C-AEW&C aircraft,no_description
Swathi-arty locating radar,no_description
MAPATS-anti-tank missile,no_description
Guardian-APC turret,no_description
Su-29-trainer aircraft,no_description
Cougar-APC,no_description
BMP-1-APC,no_description
DV-2-turbofan,no_description
BMR-600-APC,no_description
Scanter-6000-air/sea search radar,no_description
Hormuz-24-landing ship,no_description
EL/M-2032-combat aircraft radar,no_description
T-33A Shooting Star-trainer aircraft,no_description
PGM-71-patrol craft,no_description
Caravelle-transport aircraft,no_description
Cessna-310-light transport aircraft,no_description
MiG-21F-13-fighter aircraft,no_description
Orompello-landing craft,no_description
Shorts-330-transport aircraft,no_description
2S1 122mm-self-propelled gun,no_description
Ford-patrol craft,no_description
AH-IV-Hb-light tank,no_description
EL/M-2084-air search radar,no_description
BN-2 Islander-light transport aircraft,no_description
Yak-18-trainer aircraft,no_description
SIGMA-105-frigate,no_description
Kagitingan-patrol craft,no_description
Falco-UAV,no_description
Javelin-portable SAM,no_description
M-110A2 203mm-self-propelled gun,no_description
ASTROS-2-self-propelled MRL,no_description
Jaws-APC,no_description
Viper-turbojet,no_description
Sea King/Commando-transport helicopter,no_description
Hizir-APC,no_description
BMP-2 turret-IFV turret,no_description
BTR-80A-IFV,no_description
Gowind-2500-frigate,no_description
OT-90-APC,no_description
BTR-70-APC,no_description
Centurion-9-tank,no_description
Predator-patrol craft,no_description
MiG-25RB-reconnaissance aircraft,no_description
Bayraktar TB-2-armed UAV,no_description
Hagglunds 20mm-IFV turret,no_description
Provost-trainer aircraft,no_description
Cromwell-tank,no_description
ARTHUR-arty locating radar,no_description
FGM-148 Javelin-anti-tank missile,no_description
C-46 Commando-transport aircraft,no_description
L&T Fast Interceptor-patrol craft,no_description
F-6-fighter aircraft,no_description
Tenix-1600-OPV,no_description
Aquiles-transport ship,no_description
Bora-SSM,no_description
AB-25-patrol craft,no_description
375mm Twin-ASW MRL,no_description
MO-120-RT 120mm-mortar,no_description
Ranger-UAV,no_description
Xenon-light aircraft,no_description
Camcopter S-100-UAV,no_description
Cohoes-support ship,no_description
Humber Mk-4-armoured car,no_description
Jetstream-light transport aircraft,no_description
Warrior-APC,no_description
PA-34 Seneca-light transport aircraft,no_description
RG-31 Nyala-APC,no_description
A-37B Dragonfly-ground attack aircraft,no_description
B-25 Mitchell-bomber aircraft,no_description
NEMO 120mm-mortar turret,no_description
Il-76M-transport aircraft,no_description
Harpoon Block-2-anti-ship missile/SSM,no_description
155-GH-52 155mm-towed gun,no_description
P-15U-anti-ship missile,no_description
K-10-ALV,no_description
P-68-light transport aircraft,no_description
ZPT-APV,no_description
Skyguard-AA gun/SAM system,no_description
An-32-transport aircraft,no_description
Bristol-170 Freighter-transport aircraft,no_description
Kornet-anti-tank missile,no_description
ORCWS-APC turret,no_description
Fedko-tanker,no_description
Pinzgauer 6x6-APC,no_description
MFI-9 Junior-trainer aircraft,no_description
Barracuda-patrol craft,no_description
M-109A1 155mm-self-propelled gun,no_description
Ababil-2-UAV,no_description
Guacolda-patrol craft,no_description
Falster-minelayer,no_description
HMMWV-UA-APV,no_description
Eagle-5 6x6-APC,no_description
Hussar-APC,no_description
Leopard-2-tank,no_description
Commandant Riviere-frigate,no_description
DHC-1 Chipmunk-trainer aircraft,no_description
Smit Manila-cargo ship,no_description
Misagh-2-portable SAM,no_description
Il-28-bomber aircraft,no_description
Qiam-1-SSM,no_description
FA-50-FGA aircraft,no_description
Kimbla-landing craft,no_description
Khamronsin-corvette,no_description
RBS-70-portable SAM,no_description
PA-23 Aztec-light aircraft,no_description
Mirage-50-FGA aircraft,no_description
Holland-OPV,no_description
SON-9-fire control radar,no_description
Pompoli-landing ship,no_description
Type-83 122mm-self-propelled MRL,no_description
FCS-4008-patrol craft,no_description
Edenton-support ship,no_description
Survivor-2-APC,no_description
ATAGS 155mm-towed gun,no_description
DC-4/C-54-transport aircraft,no_description
MT-LB-APC,no_description
Shaldag-FAC,no_description
Maagen-patrol craft,no_description
Ikara-ASW missile,no_description
CEROS-200-fire control radar,no_description
M-3 VTT-APC,no_description
GDF 35mm-AA gun,no_description
Flower-corvette,no_description
Shaldag-patrol craft,no_description
Roland-SAM,no_description
M-30 122mm-towed gun,no_description
De Ruyter-cruiser,no_description
A-340-transport aircraft,no_description
BGM-71 TOW-anti-tank missile,no_description
Variant-air/sea search radar,no_description
Caracal-tank destroyer,no_description
Super Rapid 76mm-naval gun,no_description
L-39Z Albatros-trainer/combat aircraft,no_description
An-26-transport aircraft,no_description
Rodman-101-patrol craft,no_description
AGM-12B Bullpup-ASM,no_description
AH-1F Cobra-combat helicopter,no_description
MR-104 Rys-fire control radar,no_description
TSM-2633 Spherion-ASW sonar,no_description
Type-85-IIM-tank,no_description
A244-ASW torpedo,no_description
M-73 120mm-mortar,no_description
ENTAC-anti-tank missile,no_description
M/40 105mm-towed gun,no_description
YTBK-patrol craft,no_description
M-101/30-towed gun,no_description
MFSR-2100/33-air search radar,no_description
Ground Master-400-air search radar,no_description
TNC-36-patrol craft,no_description
Mohajer-UAV,no_description
Albatros-corvette,no_description
T-55AM-2-tank,no_description
NH-90 TTH-transport helicopter,no_description
SDB Mk-5-patrol craft,no_description
G-6 Rhino 155mm-self-propelled gun,no_description
Crotale-NG-naval SAM system,no_description
MiG-21MF-fighter aircraft,no_description
OPV-1400-OPV,no_description
Halcon-OPV,no_description
Hendijan-transport craft,no_description
Amalienborg-tanker,no_description
Arava-transport aircraft,no_description
Coutinho-corvette,no_description
Al-Jawad-APC,no_description
LCT-80m-landing ship,no_description
PC-461-patrol craft,no_description
PSZH-D-944-APC,no_description
B-17G Fortress-bomber aircraft,no_description
Stan Patrol-4207-patrol craft,no_description
T-6 Texan-trainer aircraft,no_description
L-90TP Redigo-trainer aircraft,no_description
Charioteer-tank destroyer,no_description
G-2A Galeb-trainer aircraft,no_description
A-109-light helicopter,no_description
air-independent ship engine-AIP engine,no_description
AM-3C-light aircraft,no_description
F8F Bearcat-fighter aircraft,no_description
FLASH-ASW sonar,no_description
Mi-14PS-transport helicopter,no_description
BT-67-transport aircraft,no_description
Shrek-APC,no_description
K-9-self-propelled gun chassis,no_description
TS-8 Bies-trainer aircraft,no_description
SST Seal-anti-ship torpedo,no_description
Gabriel-1-anti-ship missile,no_description
Commando V-150-APC,no_description
Umkhonto VLS-naval SAM system,no_description
Ejder Yalcin-APC,no_description
Il-78M-tanker/transport aircraft,no_description
OPV-1900-OPV,no_description
IS-2-tank,no_description
Cinq Juin-landing ship,no_description
